| #  | Trade Date | Exit Date  |Ticker |Enter Price | Stop Loss  |Take Profit | Exit Price | Winner |  Capital   | Position |Spread|
|342 | 2020-03-23 | 2020-03-25 | NVDA  |       5.320|       4.788|       0.000|       6.139|  Yes   |   4,027.673|   Long   | 0.001|
|343 | 2020-03-27 | 2020-03-31 | GILD  |      72.850|      65.565|       0.000|      74.622|  Yes   |   4,124.144|   Long   | 0.138|
|344 | 2020-04-02 | 2020-04-07 | PLUG  |       3.400|       3.060|       0.000|       3.649|  Yes   |   4,419.304|   Long   | 0.001|
|345 | 2020-04-09 | 2020-04-15 | GILD  |      73.510|      66.159|       0.000|      74.540|  Yes   |   4,480.082|   Long   | 0.090|
|346 | 2020-04-13 | 2020-04-20 | GILD  |      75.280|      67.752|       0.000|      81.229|  Yes   |   4,830.061|   Long   | 0.031|
|347 | 2020-04-15 | 2020-04-20 | GILD  |      74.630|      67.167|       0.000|      81.236|  Yes   |   5,251.821|   Long   | 0.024|
|348 | 2020-04-20 | 2020-04-26 | DASH  |      75.060|      67.554|       0.000|      83.921|  Yes   |   5,862.235|   Long   | 0.009|
|349 | 2020-04-23 | 2020-04-27 | LRCX  |      26.400|      23.760|       0.000|      26.424|  Yes   |   5,866.473|   Long   | 0.016|
|350 | 2020-04-27 | 2020-04-30 |  QNT  |       5.000|       4.500|       0.000|       5.187|  Yes   |   6,079.408|   Long   | 0.013|
|351 | 2020-04-29 | 2020-05-11 | TMUS  |      89.310|      80.379|       0.000|      96.640|  Yes   |   6,576.880|   Long   | 0.080|
|352 | 2020-05-04 | 2020-05-12 | INTC  |      57.990|      52.191|       0.000|      58.359|  Yes   |   6,617.591|   Long   | 0.031|
|353 | 2020-05-06 | 2020-05-19 | FOLD  |      11.860|      10.674|       0.000|      12.240|  Yes   |   6,826.196|   Long   | 0.020|
|354 | 2020-05-11 | 2020-05-18 |  FIL  |       5.000|       4.500|       0.000|       5.393|  Yes   |   7,356.566|   Long   | 0.043|
|355 | 2020-05-13 | 2020-05-19 | AKAM  |      95.370|      85.833|       0.000|      97.232|  Yes   |   7,498.974|   Long   | 0.068|
|356 | 2020-05-18 | 2020-06-03 |  SNY  |      47.640|      42.876|       0.000|      49.530|  Yes   |   7,794.677|   Long   | 0.050|
|357 | 2020-05-20 | 2020-05-27 | DXCM  |      99.990|      89.991|       0.000|      89.836|   No   |   7,011.799|   Long   | 0.155|
|358 | 2020-05-22 | 2020-05-27 | NTES  |      74.450|      67.005|       0.000|      75.321|  Yes   |   7,092.663|   Long   | 0.099|
|359 | 2020-05-26 | 2020-06-03 | NFLX  |     414.770|     373.293|       0.000|     421.828|  Yes   |   7,211.653|   Long   | 0.142|
|360 | 2020-05-29 | 2020-06-03 | META  |     225.090|     202.581|       0.000|     230.035|  Yes   |   7,368.879|   Long   | 0.125|
|361 | 2020-06-01 | 2020-06-09 |  OPK  |       2.420|       2.178|       0.000|       2.640|  Yes   |   8,022.672|   Long   | 0.000|
|362 | 2020-06-04 | 2020-06-08 |  AMD  |      52.630|      47.367|       0.000|      52.951|  Yes   |   8,070.418|   Long   | 0.019|
|363 | 2020-06-08 | 2020-06-11 |  EA   |     119.510|     107.559|       0.000|     122.196|  Yes   |   8,249.356|   Long   | 0.224|
|364 | 2020-06-12 | 2020-06-17 | UNIT  |       8.620|       7.758|       0.000|       8.999|  Yes   |   8,607.685|   Long   | 0.001|
|365 | 2020-06-15 | 2020-07-20 |  CSX  |      23.380|      21.042|       0.000|      23.831|  Yes   |   8,771.756|   Long   | 0.019|
|366 | 2020-06-19 | 2020-07-10 |  ON   |      19.390|      17.451|       0.000|      20.485|  Yes   |   9,264.341|   Long   | 0.005|
|367 | 2020-06-22 | 2020-06-29 | CSCO  |      45.160|      40.644|       0.000|      46.125|  Yes   |   9,461.162|   Long   | 0.025|
|368 | 2020-06-26 | 2020-07-07 | MTSI  |      31.550|      28.395|       0.000|      34.605|  Yes   |  10,373.008|   Long   | 0.195|
|369 | 2020-06-29 | 2020-07-14 | MNKD  |       1.810|       1.629|       0.000|       1.623|   No   |   9,274.383|   Long   | 0.006|
|370 | 2020-07-01 | 2020-07-05 |  OMG  |       1.470|       1.323|       0.000|       1.488|  Yes   |   9,354.517|   Long   | 0.001|
|371 | 2020-07-06 | 2020-07-13 | MTCH  |      94.700|      85.230|       0.000|      96.671|  Yes   |   9,546.713|   Long   | 0.249|
|372 | 2020-07-08 | 2020-07-10 | CSCO  |      45.810|      41.229|       0.000|      46.658|  Yes   |   9,721.988|   Long   | 0.002|
|373 | 2020-07-13 | 2020-07-15 | TMUS  |     104.520|      94.068|       0.000|     104.875|  Yes   |   9,753.959|   Long   | 0.045|
|374 | 2020-07-17 | 2020-08-07 | CYTK  |      23.980|      21.582|       0.000|      21.524|   No   |   8,754.960|   Long   | 0.058|
|375 | 2020-07-21 | 2020-07-24 | CLNE  |       2.460|       2.214|       0.000|       2.487|  Yes   |   8,832.169|   Long   | 0.003|
|376 | 2020-07-24 | 2020-07-28 |  ADI  |     112.210|     100.989|       0.000|     115.426|  Yes   |   9,081.991|   Long   | 0.004|
|377 | 2020-07-27 | 2020-07-29 | ATOM  |       3.589|       3.230|       0.000|       3.640|  Yes   |   9,198.763|   Long   | 0.000|
|378 | 2020-07-30 | 2020-08-05 |  MCD  |     195.410|     175.869|       0.000|     199.171|  Yes   |   9,374.526|   Long   | 0.089|
|379 | 2020-08-03 | 2020-08-06 |  LIN  |     244.310|     219.879|       0.000|     246.494|  Yes   |   9,456.523|   Long   | 0.166|
|380 | 2020-08-07 | 2020-08-13 | ERIC  |      11.630|      10.467|       0.000|      11.875|  Yes   |   9,651.980|   Long   | 0.005|
|381 | 2020-08-11 | 2020-08-18 |  OPK  |       4.970|       4.473|       0.000|       5.006|  Yes   |   9,712.863|   Long   | 0.004|
|382 | 2020-08-13 | 2020-08-17 | NFLX  |     481.330|     433.197|       0.000|     481.895|  Yes   |   9,723.168|   Long   | 0.455|
|383 | 2020-08-17 | 2020-08-19 | ANGI  |      14.060|      12.654|       0.000|      14.092|  Yes   |   9,742.050|   Long   | 0.008|
|384 | 2020-08-19 | 2020-08-24 |  ZEC  |      77.120|      69.408|       0.000|      80.789|  Yes   |  10,203.297|   Long   | 0.001|
|385 | 2020-08-21 | 2020-08-28 | DVAX  |       6.490|       5.841|       0.000|       5.815|   No   |   9,134.993|   Long   | 0.026|
|386 | 2020-08-25 | 2020-09-02 |  MKR  |     641.200|     577.080|       0.000|     658.104|  Yes   |   9,370.642|   Long   | 1.386|
|387 | 2020-08-27 | 2020-09-16 | EBAY  |      56.310|      50.679|       0.000|      50.661|   No   |   8,431.904|   Long   | 0.018|
|388 | 2020-08-31 | 2020-10-02 | MTCH  |     111.680|     100.512|       0.000|     111.754|  Yes   |   8,436.470|   Long   | 0.186|
|389 | 2020-09-04 | 2020-09-05 | ATOM  |       5.510|       4.959|       0.000|       4.953|   No   |   7,575.232|   Long   | 0.007|
|390 | 2020-09-07 | 2020-09-18 | SWBI  |      17.350|      15.615|       0.000|      15.478|   No   |   6,756.713|   Long   | 0.137|
|391 | 2020-09-10 | 2020-09-21 |  LTC  |      48.720|      43.848|       0.000|      43.844|   No   |   6,082.842|   Long   | 0.004|
|392 | 2020-09-14 | 2020-09-21 | URBN  |      23.700|      21.330|       0.000|      21.320|   No   |   5,472.331|   Long   | 0.010|
|393 | 2020-09-16 | 2020-10-23 | ERIC  |      10.870|       9.783|       0.000|      12.357|  Yes   |   6,217.882|   Long   | 0.003|
|394 | 2020-09-21 | 2020-09-30 | LBTYK |      20.520|      18.468|       0.000|      20.521|  Yes   |   6,216.746|   Long   | 0.019|
|395 | 2020-09-23 | 2020-10-06 | NWSA  |      14.240|      12.816|       0.000|      14.310|  Yes   |   6,245.232|   Long   | 0.010|
|396 | 2020-09-28 | 2020-10-13 | EXPE  |      94.290|      84.861|       0.000|      94.193|   No   |   6,237.809|   Long   | 0.127|
|397 | 2020-10-01 | 2020-10-08 |  CSX  |      25.620|      23.058|       0.000|      25.900|  Yes   |   6,304.606|   Long   | 0.000|
|398 | 2020-10-05 | 2020-10-13 |  ETH  |     353.960|     318.564|       0.000|     381.185|  Yes   |   6,766.439|   Long   | 0.005|
|399 | 2020-10-09 | 2020-10-28 | EXEL  |      23.910|      21.519|       0.000|      21.490|   No   |   6,082.594|   Long   | 0.029|
|400 | 2020-10-12 | 2020-10-23 |  LAB  |       7.240|       6.516|       0.000|       6.492|   No   |   5,450.376|   Long   | 0.024|
|401 | 2020-10-15 | 2020-10-19 |  LIN  |     229.600|     206.640|       0.000|     229.817|  Yes   |   5,454.378|   Long   | 0.053|
|402 | 2020-10-19 | 2020-11-09 |  TXN  |     150.760|     135.684|       0.000|     156.173|  Yes   |   5,648.243|   Long   | 0.047|
|403 | 2020-10-22 | 2020-10-28 |  MA   |     333.600|     300.240|       0.000|     300.141|   No   |   5,111.894|   Long   | 0.099|
|404 | 2020-10-26 | 2020-11-09 | MSFT  |     210.080|     189.072|       0.000|     218.389|  Yes   |   5,310.307|   Long   | 0.001|
|405 | 2020-10-29 | 2020-11-06 | CSIQ  |      37.680|      33.912|       0.000|      39.627|  Yes   |   5,581.822|   Long   | 0.223|
|406 | 2020-11-02 | 2020-11-06 | JBLU  |      12.000|      10.800|       0.000|      12.349|  Yes   |   5,741.800|   Long   | 0.001|
|407 | 2020-11-06 | 2020-11-12 |  WEN  |      22.240|      20.016|       0.000|      23.016|  Yes   |   5,940.676|   Long   | 0.014|
|408 | 2020-11-09 | 2020-11-12 | PYPL  |     184.720|     166.248|       0.000|     189.030|  Yes   |   6,077.584|   Long   | 0.070|
|409 | 2020-11-13 | 2020-11-30 | AMZN  |     156.440|     140.796|       0.000|     158.357|  Yes   |   6,149.414|   Long   | 0.043|
|410 | 2020-11-17 | 2020-12-09 | ADBE  |     467.950|     421.155|       0.000|     482.742|  Yes   |   6,340.713|   Long   | 0.998|
|411 | 2020-11-19 | 2020-11-30 | GPRO  |       6.910|       6.219|       0.000|       6.967|  Yes   |   6,388.769|   Long   | 0.023|
|412 | 2020-11-23 | 2020-11-25 |  EXC  |      29.650|      26.685|       0.000|      30.101|  Yes   |   6,484.718|   Long   | 0.009|
|413 | 2020-11-27 | 2020-12-01 |  LTC  |      69.120|      62.208|       0.000|      85.426|  Yes   |   8,000.145|   Long   | 0.014|
|414 | 2020-11-30 | 2020-12-14 |  QNT  |      12.520|      11.268|       0.000|      12.763|  Yes   |   8,151.701|   Long   | 0.017|
|415 | 2020-12-02 | 2021-02-23 | COST  |     383.500|     345.150|       0.000|     345.135|   No   |   7,345.030|   Long   | 0.015|
|416 | 2020-12-07 | 2021-02-05 | JBLU  |      15.420|      13.878|       0.000|      15.794|  Yes   |   7,520.599|   Long   | 0.006|
|417 | 2020-12-10 | 2021-02-05 | ERIC  |      12.270|      11.043|       0.000|      13.150|  Yes   |   8,055.951|   Long   | 0.000|
|418 | 2020-12-14 | 2020-12-17 | FITB  |      26.620|      23.958|       0.000|      27.104|  Yes   |   8,200.585|   Long   | 0.026|
|419 | 2020-12-17 | 2021-01-07 | GOGO  |       9.780|       8.802|       0.000|      10.102|  Yes   |   8,465.960|   Long   | 0.018|
|420 | 2020-12-21 | 2020-12-25 | LBTYK |      23.130|      20.817|       0.000|      23.689|  Yes   |   8,668.542|   Long   | 0.021|
|421 | 2020-12-25 | 2021-01-01 |  TXN  |     161.470|     145.323|       0.000|     162.183|  Yes   |   8,705.331|   Long   | 0.037|
|422 | 2020-12-28 | 2021-01-13 | PENN  |      88.710|      79.839|       0.000|     104.055|  Yes   |  10,208.145|   Long   | 0.155|
|423 | 2020-12-31 | 2021-01-14 | FCEL  |      11.170|      10.053|       0.000|      17.589|  Yes   |  16,063.699|   Long   | 0.011|
|424 | 2021-01-04 | 2021-01-07 | SIRI  |      61.700|      55.530|       0.000|      64.141|  Yes   |  16,696.972|   Long   | 0.059|
|425 | 2021-01-07 | 2021-01-28 |  STX  |      60.110|      54.099|       0.000|      66.582|  Yes   |  18,488.443|   Long   | 0.068|
|426 | 2021-01-11 | 2021-01-27 | CPRT  |      30.220|      27.198|       0.000|      27.172|   No   |  16,623.014|   Long   | 0.026|
|427 | 2021-01-15 | 2021-01-22 | NVDA  |      12.860|      11.574|       0.000|      13.708|  Yes   |  17,712.378|   Long   | 0.002|
|428 | 2021-01-18 | 2021-01-27 | AAPL  |     127.830|     115.047|       0.000|     142.043|  Yes   |  19,672.734|   Long   | 0.017|
|429 | 2021-01-21 | 2021-02-05 |  MA   |     334.440|     300.996|       0.000|     338.661|  Yes   |  19,916.526|   Long   | 0.089|
|430 | 2021-01-25 | 2021-02-09 | NAVI  |      11.320|      10.188|       0.000|      12.572|  Yes   |  22,109.374|   Long   | 0.018|
|431 | 2021-01-27 | 2021-02-03 | TEAM  |     217.300|     195.570|       0.000|     243.927|  Yes   |  24,797.745|   Long   | 0.063|
|432 | 2021-02-01 | 2021-02-09 |  KHC  |      33.250|      29.925|       0.000|      33.682|  Yes   |  25,115.882|   Long   | 0.028|
|433 | 2021-02-05 | 2021-02-09 |   M   |      15.070|      13.563|       0.000|      15.253|  Yes   |  25,411.906|   Long   | 0.027|
|434 | 2021-02-09 | 2021-03-03 | TTWO  |     200.310|     180.279|       0.000|     179.886|   No   |  22,837.478|   Long   | 0.393|
|435 | 2021-02-15 | 2021-02-18 | PENN  |     115.260|     103.734|       0.000|     115.597|  Yes   |  22,903.157|   Long   | 0.063|
|436 | 2021-02-17 | 2021-03-16 |  GEN  |      21.150|      19.035|       0.000|      21.255|  Yes   |  23,011.288|   Long   | 0.025|
|437 | 2021-02-19 | 2021-03-05 |  BB   |      10.900|       9.810|       0.000|       9.798|   No   |  20,674.022|   Long   | 0.012|
|438 | 2021-02-22 | 2021-02-24 | VNET  |      37.760|      33.984|       0.000|      38.296|  Yes   |  20,964.280|   Long   | 0.004|
|439 | 2021-02-25 | 2021-03-17 | CSCO  |      45.520|      40.968|       0.000|      49.409|  Yes   |  22,750.708|   Long   | 0.011|
|440 | 2021-03-01 | 2021-04-26 | NTES  |     110.590|      99.531|       0.000|     112.361|  Yes   |  23,112.790|   Long   | 0.019|
|441 | 2021-03-03 | 2021-03-10 |  BB   |      10.150|       9.135|       0.000|      10.326|  Yes   |  23,501.048|   Long   | 0.014|
|442 | 2021-03-05 | 2021-03-12 |  ADA  |       1.169|       1.052|       0.000|       1.051|   No   |  21,044.435|   Long   | 0.000|
|443 | 2021-03-09 | 2021-03-16 | SSYS  |      24.430|      21.987|       0.000|      27.474|  Yes   |  23,661.319|   Long   | 0.016|
|444 | 2021-03-15 | 2021-03-23 |  BKR  |      24.220|      21.798|       0.000|      21.796|   No   |  21,290.575|   Long   | 0.002|
|445 | 2021-03-17 | 2021-04-16 | PANW  |     112.310|     101.079|       0.000|     122.094|  Yes   |  23,138.746|   Long   | 0.126|
|446 | 2021-03-22 | 2021-03-27 |  ADA  |       1.110|       0.999|       0.000|       1.176|  Yes   |  24,423.153|   Long   | 0.000|
|447 | 2021-03-24 | 2021-04-06 |  ZEC  |     128.470|     115.623|       0.000|     191.067|  Yes   |  36,315.568|   Long   | 0.023|
|448 | 2021-03-26 | 2021-07-03 | BUSD  |       1.001|       0.901|       0.000|       1.000|   No   |  36,090.638|   Long   | 0.000|
|449 | 2021-03-29 | 2021-04-06 | VIAV  |      15.530|      13.977|       0.000|      16.062|  Yes   |  37,314.211|   Long   | 0.028|
|450 | 2021-04-01 | 2021-04-16 | OCGN  |       6.700|       6.030|       0.000|       6.025|   No   |  33,526.547|   Long   | 0.005|
|451 | 2021-04-05 | 2021-04-12 | BLMN  |      26.560|      23.904|       0.000|      27.953|  Yes   |  35,277.796|   Long   | 0.077|
|452 | 2021-04-09 | 2021-04-19 | GILD  |      65.110|      58.599|       0.000|      65.912|  Yes   |  35,709.035|   Long   | 0.038|
|453 | 2021-04-13 | 2021-05-18 |  WBA  |      54.600|      49.140|       0.000|      55.259|  Yes   |  36,137.010|   Long   | 0.001|
|454 | 2021-04-15 | 2021-04-19 | CTSH  |      79.770|      71.793|       0.000|      80.343|  Yes   |  36,394.506|   Long   | 0.057|
|455 | 2021-04-19 | 2021-04-29 | TCOM  |      37.010|      33.309|       0.000|      39.984|  Yes   |  39,312.844|   Long   | 0.036|
|456 | 2021-04-22 | 2021-04-27 | FCEL  |       9.300|       8.370|       0.000|      10.380|  Yes   |  43,856.026|   Long   | 0.000|
|457 | 2021-04-26 | 2021-04-28 |  ONT  |       1.577|       1.419|       0.000|       1.706|  Yes   |  47,301.643|   Long   | 0.001|
|458 | 2021-04-29 | 2021-04-30 | ARDX  |       8.430|       7.587|       0.000|       7.587|   No   |  42,542.722|   Long   | 0.000|
|459 | 2021-05-03 | 2021-05-12 | AMAT  |     132.850|     119.565|       0.000|     119.488|   No   |  38,265.410|   Long   | 0.077|
|460 | 2021-05-05 | 2021-05-10 | HIMX  |      12.280|      11.052|       0.000|      12.267|   No   |  38,208.918|   Long   | 0.033|
|461 | 2021-05-07 | 2021-05-10 | GPRO  |      10.800|       9.720|       0.000|       9.711|   No   |  34,338.738|   Long   | 0.009|
|462 | 2021-05-10 | 2021-05-25 | AAPL  |     126.850|     114.165|       0.000|     126.886|  Yes   |  34,347.121|   Long   | 0.014|
|463 | 2021-05-14 | 2021-05-19 | MIOTA |       1.954|       1.759|       0.000|       1.758|   No   |  30,807.700|   Long   | 0.001|
|464 | 2021-05-18 | 2021-05-28 |  APO  |      56.990|      51.291|       0.000|      57.287|  Yes   |  30,965.248|   Long   | 0.053|
|465 | 2021-05-20 | 2021-05-21 | MIOTA |       1.333|       1.200|       0.000|       1.197|   No   |  27,694.791|   Long   | 0.002|
|466 | 2021-05-24 | 2021-05-31 | TRIP  |      40.900|      36.810|       0.000|      43.340|  Yes   |  29,342.986|   Long   | 0.000|
|467 | 2021-05-28 | 2021-06-01 |  ONT  |       1.089|       0.980|       0.000|       1.114|  Yes   |  29,887.692|   Long   | 0.000|
|468 | 2021-05-31 | 2021-06-11 | NTAP  |      76.710|      69.039|       0.000|      83.363|  Yes   |  32,473.644|   Long   | 0.007|
|469 | 2021-06-02 | 2021-06-07 | FAST  |      52.430|      47.187|       0.000|      52.766|  Yes   |  32,678.705|   Long   | 0.014|
|470 | 2021-06-07 | 2021-06-16 | HBAN  |      15.580|      14.022|       0.000|      14.022|   No   |  29,400.766|   Long   | 0.000|
|471 | 2021-06-10 | 2021-06-18 |  EOS  |       5.081|       4.573|       0.000|       4.573|   No   |  26,431.814|   Long   | 0.000|
|472 | 2021-06-14 | 2021-07-01 |  NWL  |      27.340|      24.606|       0.000|      27.443|  Yes   |  26,526.774|   Long   | 0.007|
|473 | 2021-06-18 | 2021-06-25 | LRCX  |      61.270|      55.143|       0.000|      63.018|  Yes   |  27,279.898|   Long   | 0.022|
|474 | 2021-06-21 | 2021-07-13 | JBLU  |      17.650|      15.885|       0.000|      15.872|   No   |  24,525.176|   Long   | 0.013|
|475 | 2021-06-23 | 2021-06-28 | GILD  |      66.650|      59.985|       0.000|      67.681|  Yes   |  24,901.832|   Long   | 0.019|
|476 | 2021-06-25 | 2021-07-01 |  WEN  |      23.170|      20.853|       0.000|      23.159|   No   |  24,884.570|   Long   | 0.031|
|477 | 2021-06-28 | 2021-07-07 | ALNY  |     166.200|     149.580|       0.000|     171.970|  Yes   |  25,743.248|   Long   | 0.620|
|478 | 2021-06-30 | 2021-07-08 | GOOG  |     125.320|     112.788|       0.000|     129.167|  Yes   |  26,530.877|   Long   | 0.013|
|479 | 2021-07-02 | 2021-08-12 |  WBA  |      48.170|      43.353|       0.000|      49.272|  Yes   |  27,134.004|   Long   | 0.048|
|480 | 2021-07-06 | 2021-07-12 | AGNC  |      16.860|      15.174|       0.000|      16.865|  Yes   |  27,133.964|   Long   | 0.005|
|481 | 2021-07-08 | 2021-07-12 | EBAY  |      68.650|      61.785|       0.000|      68.945|  Yes   |  27,248.686|   Long   | 0.025|
|482 | 2021-07-12 | 2021-07-22 | AMAT  |     136.800|     123.120|       0.000|     137.103|  Yes   |  27,307.884|   Long   | 0.077|
|483 | 2021-07-15 | 2021-07-26 | EBAY  |      68.140|      61.326|       0.000|      73.247|  Yes   |  29,348.858|   Long   | 0.013|
|484 | 2021-07-19 | 2021-07-27 | GOOGL |     124.580|     112.122|       0.000|     131.894|  Yes   |  31,066.487|   Long   | 0.006|
|485 | 2021-07-22 | 2021-08-11 | GPRO  |      10.240|       9.216|       0.000|      10.633|  Yes   |  32,242.573|   Long   | 0.007|
|486 | 2021-07-26 | 2021-07-30 | NVDA  |      19.290|      17.361|       0.000|      19.496|  Yes   |  32,579.152|   Long   | 0.004|
|487 | 2021-07-30 | 2021-08-12 |  HST  |      15.930|      14.337|       0.000|      16.163|  Yes   |  33,046.314|   Long   | 0.007|
|488 | 2021-08-02 | 2021-08-13 |  CSX  |      32.090|      28.881|       0.000|      33.853|  Yes   |  34,855.733|   Long   | 0.017|
|489 | 2021-08-05 | 2021-09-17 |  MAR  |     141.720|     127.548|       0.000|     143.770|  Yes   |  35,356.720|   Long   | 0.130|
|490 | 2021-08-09 | 2021-08-18 | GILD  |      68.460|      61.614|       0.000|      71.948|  Yes   |  37,153.711|   Long   | 0.012|
|491 | 2021-08-13 | 2021-08-19 |  QNT  |     153.880|     138.492|       0.000|     178.654|  Yes   |  43,122.978|   Long   | 0.206|
|492 | 2021-08-16 | 2021-08-19 |  QNT  |     153.230|     137.907|       0.000|     178.525|  Yes   |  50,229.523|   Long   | 0.335|
|493 | 2021-08-18 | 2021-08-27 | DVAX  |      11.810|      10.629|       0.000|      16.878|  Yes   |  71,763.325|   Long   | 0.032|
|494 | 2021-08-23 | 2021-09-01 | QCOM  |     144.140|     129.726|       0.000|     145.039|  Yes   |  72,207.601|   Long   | 0.081|
|495 | 2021-08-25 | 2021-09-07 |  MKR  |   3,695.250|   3,325.725|       0.000|   3,323.814|   No   |  65,149.313|   Long   | 1.911|
|496 | 2021-08-27 | 2021-08-31 | AAPL  |     148.600|     133.740|       0.000|     151.830|  Yes   |  66,561.781|   Long   | 0.000|
|497 | 2021-08-31 | 2021-09-02 |  BNB  |     464.420|     417.978|       0.000|     483.907|  Yes   |  69,347.407|   Long   | 0.013|
|498 | 2021-09-03 | 2021-11-17 | SWBI  |      22.450|      20.205|       0.000|      23.893|  Yes   |  73,788.112|   Long   | 0.037|
|499 | 2021-09-07 | 2021-09-28 | HBAN  |      15.300|      13.770|       0.000|      15.663|  Yes   |  75,515.182|   Long   | 0.007|
|500 | 2021-09-13 | 2021-09-16 |  ETH  |   3,285.510|   2,956.959|       0.000|   3,571.168|  Yes   |  81,798.665|   Long   | 0.122|
|501 | 2021-09-17 | 2021-10-06 |  NOK  |       5.500|       4.950|       0.000|       5.649|  Yes   |  83,939.478|   Long   | 0.001|
|502 | 2021-09-21 | 2021-09-27 |  ADI  |     170.570|     153.513|       0.000|     176.805|  Yes   |  87,004.402|   Long   | 0.105|
|503 | 2021-09-27 | 2021-12-17 | GILD  |      70.410|      63.369|       0.000|      72.177|  Yes   |  89,180.841|   Long   | 0.033|
|504 | 2021-09-30 | 2021-10-11 | MRVL  |      60.310|      54.279|       0.000|      63.392|  Yes   |  93,729.385|   Long   | 0.048|
|505 | 2021-10-04 | 2021-10-11 |  ADI  |     164.260|     147.834|       0.000|     167.842|  Yes   |  95,768.523|   Long   | 0.058|
|506 | 2021-10-06 | 2021-10-08 | AAPL  |     142.000|     127.800|       0.000|     142.884|  Yes   |  96,360.814|   Long   | 0.016|
|507 | 2021-10-11 | 2021-11-24 | GILD  |      68.080|      61.272|       0.000|      70.038|  Yes   |  99,124.967|   Long   | 0.032|
|508 | 2021-10-14 | 2021-11-08 | META  |     328.530|     295.677|       0.000|     338.517|  Yes   | 102,129.658|   Long   | 0.103|
|509 | 2021-10-18 | 2021-11-02 |  KDP  |      34.760|      31.284|       0.000|      35.942|  Yes   | 105,587.227|   Long   | 0.028|
|510 | 2021-10-20 | 2021-11-09 | EXPE  |     163.730|     147.357|       0.000|     187.838|  Yes   | 121,109.587|   Long   | 0.162|
|511 | 2021-10-22 | 2021-10-28 | GOOGL |     137.570|     123.813|       0.000|     145.817|  Yes   | 128,362.310|   Long   | 0.033|
|512 | 2021-10-25 | 2021-11-03 |  BKR  |      25.160|      22.644|       0.000|      25.303|  Yes   | 129,066.603|   Long   | 0.027|
|513 | 2021-10-28 | 2021-11-10 | WAVES |      27.668|      24.901|       0.000|      24.887|   No   | 116,074.817|   Long   | 0.014|
|514 | 2021-11-01 | 2021-11-10 |  QNT  |     274.660|     247.194|       0.000|     276.559|  Yes   | 116,874.088|   Long   | 0.291|
|515 | 2021-11-04 | 2021-11-15 | NFLX  |     668.400|     601.560|       0.000|     678.988|  Yes   | 118,715.473|   Long   | 0.342|
|516 | 2021-11-08 | 2021-11-22 |  CZR  |     105.300|      94.770|       0.000|      94.524|   No   | 106,565.338|   Long   | 0.246|
|517 | 2021-11-11 | 2021-11-17 | ACGL  |      41.470|      37.323|       0.000|      42.094|  Yes   | 108,155.071|   Long   | 0.056|
|518 | 2021-11-15 | 2022-01-05 | HAIN  |      42.050|      37.845|       0.000|      42.516|  Yes   | 109,340.737|   Long   | 0.124|
|519 | 2021-11-18 | 2021-12-14 |  EXC  |      38.190|      34.371|       0.000|      38.395|  Yes   | 109,912.977|   Long   | 0.015|
|520 | 2021-11-22 | 2021-12-06 | EBAY  |      73.570|      66.213|       0.000|      66.162|   No   |  98,845.744|   Long   | 0.051|
|521 | 2021-11-25 | 2021-12-01 | TSLA  |     360.640|     324.576|       0.000|     364.992|  Yes   | 100,036.714|   Long   | 0.008|
|522 | 2021-11-29 | 2021-12-02 | ETSY  |     281.480|     253.332|       0.000|     252.582|   No   |  89,776.266|   Long   | 0.750|
|523 | 2021-12-01 | 2021-12-08 | ZION  |      62.370|      56.133|       0.000|      63.298|  Yes   |  91,104.215|   Long   | 0.062|
|524 | 2021-12-03 | 2021-12-09 | NDAQ  |      66.710|      60.039|       0.000|      68.026|  Yes   |  92,893.265|   Long   | 0.024|
|525 | 2021-12-06 | 2021-12-08 |  LKQ  |      57.040|      51.336|       0.000|      57.681|  Yes   |  93,929.397|   Long   | 0.049|
|526 | 2021-12-09 | 2021-12-14 |  BNB  |     571.650|     514.485|       0.000|     514.419|   No   |  84,542.494|   Long   | 0.066|
|527 | 2021-12-13 | 2021-12-28 | FANG  |     106.610|      95.949|       0.000|     110.108|  Yes   |  87,312.402|   Long   | 0.052|
|528 | 2021-12-15 | 2021-12-20 | ISRG  |     331.660|     298.494|       0.000|     331.755|  Yes   |  87,336.053|   Long   | 0.355|
|529 | 2021-12-20 | 2021-12-22 |  ETH  |   3,933.840|   3,540.456|       0.000|   3,981.953|  Yes   |  88,393.544|   Long   | 0.147|
|530 | 2021-12-22 | 2021-12-30 |  CSX  |      36.080|      32.472|       0.000|      37.301|  Yes   |  91,371.855|   Long   | 0.019|
|531 | 2021-12-27 | 2022-01-20 | AMZN  |     169.670|     152.703|       0.000|     152.661|   No   |  82,218.474|   Long   | 0.042|
|532 | 2021-12-30 | 2022-01-05 | MATIC |       2.558|       2.302|       0.000|       2.302|   No   |  73,826.427|   Long   | 0.000|
|533 | 2022-01-03 | 2022-01-19 | NDAQ  |      67.490|      60.741|       0.000|      60.720|   No   |  66,421.377|   Long   | 0.021|
|534 | 2022-01-07 | 2022-01-13 |  APO  |      68.960|      62.064|       0.000|      69.429|  Yes   |  66,867.840|   Long   | 0.121|
|535 | 2022-01-10 | 2022-01-13 | CTAS  |      99.810|      89.829|       0.000|     101.139|  Yes   |  67,753.332|   Long   | 0.041|
